id_text,provenience,assumed_prov,Random
P127123,Umma (mod. Tell Jokha),,6
P127124,Umma (mod. Tell Jokha),,5
P127125,Umma (mod. Tell Jokha),,2
P127126,Umma (mod. Tell Jokha),,6
P127127,Umma (mod. Tell Jokha),,1
P127128,Umma (mod. Tell Jokha),,9
P127129,Umma (mod. Tell Jokha),,9
P127130,Umma (mod. Tell Jokha),,8
P127131,Umma (mod. Tell Jokha),,10
P127132,Umma (mod. Tell Jokha),,7
P127133,Umma (mod. Tell Jokha),,7
P127134,Umma (mod. Tell Jokha),,5
P127135,Umma (mod. Tell Jokha),,5
P127137,Girsu (mod. Tello),,3
P127138,Umma (mod. Tell Jokha),,3
P127139,Umma (mod. Tell Jokha),,2
P127140,Umma (mod. Tell Jokha),,8
P127141,Umma (mod. Tell Jokha),,6
P127142,Umma (mod. Tell Jokha),,10
P127143,Umma (mod. Tell Jokha),,7
P127144,Umma (mod. Tell Jokha),,4
P127145,Umma (mod. Tell Jokha),,1
P127146,Umma (mod. Tell Jokha),,2
P127147,Umma (mod. Tell Jokha),,7
P127148,Umma (mod. Tell Jokha),,8
P127149,Umma (mod. Tell Jokha),,6
P127150,Umma (mod. Tell Jokha),,2
P127151,Umma (mod. Tell Jokha),,8
P127152,Umma (mod. Tell Jokha),,4
P127153,Umma (mod. Tell Jokha),,4
P127154,Umma (mod. Tell Jokha),,10
P127155,Umma (mod. Tell Jokha),,5
P127156,Umma (mod. Tell Jokha),,5
P127157,Umma (mod. Tell Jokha),,2
P127158,Umma (mod. Tell Jokha),,5
P127159,Umma (mod. Tell Jokha),,9
P127160,Umma (mod. Tell Jokha),,10
P127161,Umma (mod. Tell Jokha),,7
P127162,Umma (mod. Tell Jokha),,3
P127163,Umma (mod. Tell Jokha),,5
P127164,Umma (mod. Tell Jokha),,9
P127165,Umma (mod. Tell Jokha),,3
P127166,Umma (mod. Tell Jokha),,9
P127167,Umma (mod. Tell Jokha),,10
P127168,Umma (mod. Tell Jokha),,1
P127169,Umma (mod. Tell Jokha),,5
P127170,Umma (mod. Tell Jokha),,1
P127171,Umma (mod. Tell Jokha),,10
P127172,Umma (mod. Tell Jokha),,1
P127173,Umma (mod. Tell Jokha),,3
P127174,Umma (mod. Tell Jokha),,3
P127175,Umma (mod. Tell Jokha),,2
P127176,Umma (mod. Tell Jokha),,2
P127177,Umma (mod. Tell Jokha),,1
P127178,Umma (mod. Tell Jokha),,3
P127179,Umma (mod. Tell Jokha),,1
P127180,Umma (mod. Tell Jokha),,10
P127181,Umma (mod. Tell Jokha),,6
P127182,Umma (mod. Tell Jokha),,7
P127183,Umma (mod. Tell Jokha),,5
P127184,Umma (mod. Tell Jokha),,7
P127185,Umma (mod. Tell Jokha),,9
P127186,Umma (mod. Tell Jokha),,9
P127187,Umma (mod. Tell Jokha),,3
P127188,Umma (mod. Tell Jokha),,6
P127189,Umma (mod. Tell Jokha),,5
P127190,Umma (mod. Tell Jokha),,1
P127191,Umma (mod. Tell Jokha),,1
P127192,Umma (mod. Tell Jokha),,4
P127193,PuzriÅ¡-Dagan (mod. Drehem),,4
P127194,Umma (mod. Tell Jokha),,9
P127195,Umma (mod. Tell Jokha),,6
P127196,Umma (mod. Tell Jokha),,6
P127197,Umma (mod. Tell Jokha),,8
P127198,Umma (mod. Tell Jokha),,8
P127199,Umma (mod. Tell Jokha),,2
P127200,Umma (mod. Tell Jokha),,3
P127201,Umma (mod. Tell Jokha),,9
P127202,Umma (mod. Tell Jokha),,3
P127203,Umma (mod. Tell Jokha),,9
P127204,Umma (mod. Tell Jokha),,4
P127205,Umma (mod. Tell Jokha),,3
P127206,Umma (mod. Tell Jokha),,5
P127207,Umma (mod. Tell Jokha),,9
P127208,0,,8
P127209,Umma (mod. Tell Jokha),,1
P127210,Umma (mod. Tell Jokha),,7
P127211,Umma (mod. Tell Jokha),,6
P127212,Umma (mod. Tell Jokha),,6
P127213,Umma (mod. Tell Jokha),,10
P127214,Umma (mod. Tell Jokha),,3
P127215,Umma (mod. Tell Jokha),,2
P127216,Umma (mod. Tell Jokha),,2
P127217,Umma (mod. Tell Jokha),,3
P127218,Girsu (mod. Tello),,2
P127219,Umma (mod. Tell Jokha),,9
P127220,Umma (mod. Tell Jokha),,7
P127221,Umma (mod. Tell Jokha),,10
P127222,Umma (mod. Tell Jokha),,10
P127223,Umma (mod. Tell Jokha),,7
P127224,Umma (mod. Tell Jokha),,2
P127225,Umma (mod. Tell Jokha),,3
P127226,Umma (mod. Tell Jokha),,10
P127227,Umma (mod. Tell Jokha),,7
P127228,Umma (mod. Tell Jokha),,1
P127229,Umma (mod. Tell Jokha),,8
P127230,Umma (mod. Tell Jokha),,6
P127231,Umma (mod. Tell Jokha),,3
P127232,Umma (mod. Tell Jokha),,2
P127233,Umma (mod. Tell Jokha),,5
P127234,Umma (mod. Tell Jokha),,1
P127235,Umma (mod. Tell Jokha),,5
P127236,Umma (mod. Tell Jokha),,1
P127237,Umma (mod. Tell Jokha),,4
P127238,Umma (mod. Tell Jokha),,9
P127239,PuzriÅ¡-Dagan (mod. Drehem),,10
P127240,Umma (mod. Tell Jokha),,9
P127241,Umma (mod. Tell Jokha),,4
P127242,0,,10
P127243,Umma (mod. Tell Jokha),,2
P127244,Umma (mod. Tell Jokha),,1
P127245,Umma (mod. Tell Jokha),,6
P127246,Umma (mod. Tell Jokha),,8
P127247,Umma (mod. Tell Jokha),,6
P127248,Umma (mod. Tell Jokha),,4
P127249,Umma (mod. Tell Jokha),,1
P127250,Umma (mod. Tell Jokha),,9
P127251,Umma (mod. Tell Jokha),,4
P127252,Umma (mod. Tell Jokha),,1
P127253,,PuzriÅ¡-Dagan (mod. Drehem) ,9
P127254,Umma (mod. Tell Jokha),,7
P127255,Girsu (mod. Tello),,9
P127256,Girsu (mod. Tello),,6
P127257,PuzriÅ¡-Dagan (mod. Drehem),,8
P127258,PuzriÅ¡-Dagan (mod. Drehem),,6
P127259,Girsu (mod. Tello),,8
P127260,Nippur (mod. Nuffar),,8
P127261,0,,7
P127262,Umma (mod. Tell Jokha),,6
P127263,0,,2
P127265,Umma (mod. Tell Jokha),,3
P127267,Umma (mod. Tell Jokha),,5
P127268,Umma (mod. Tell Jokha),,9
P127269,Umma (mod. Tell Jokha),,6
P127270,Girsu (mod. Tello),,5
P127271,,Girsu (mod. Tello) ,7
P127272,Girsu (mod. Tello),,6
P127275,Girsu (mod. Tello),,5
P127283,Girsu (mod. Tello),,10
P127286,Girsu (mod. Tello),,1
P127287,Umma (mod. Tell Jokha),,8
P127288,Umma (mod. Tell Jokha),,9
P127289,Umma (mod. Tell Jokha),,9
P127291,Umma (mod. Tell Jokha),,5
P127292,Umma (mod. Tell Jokha),,7
P127293,Umma (mod. Tell Jokha),,8
P127294,Umma (mod. Tell Jokha),,9
P127295,Umma (mod. Tell Jokha),,10
P127296,Umma (mod. Tell Jokha),,7
P127297,Umma (mod. Tell Jokha),,5
P127298,Umma (mod. Tell Jokha),,2
P127299,Umma (mod. Tell Jokha),,6
P127300,PuzriÅ¡-Dagan (mod. Drehem),,8
P127301,PuzriÅ¡-Dagan (mod. Drehem),,10
P127302,PuzriÅ¡-Dagan (mod. Drehem),,2
P127303,Nippur (mod. Nuffar),,6
P127304,PuzriÅ¡-Dagan (mod. Drehem),,10
P127305,PuzriÅ¡-Dagan (mod. Drehem),,9
P127306,PuzriÅ¡-Dagan (mod. Drehem),,5
P127307,PuzriÅ¡-Dagan (mod. Drehem),,10
P127308,PuzriÅ¡-Dagan (mod. Drehem),,4
P127309,PuzriÅ¡-Dagan (mod. Drehem),,3
P127311,PuzriÅ¡-Dagan (mod. Drehem),,1
P127312,PuzriÅ¡-Dagan (mod. Drehem),,7
P127314,PuzriÅ¡-Dagan (mod. Drehem),,5
P127315,PuzriÅ¡-Dagan (mod. Drehem),,10
P127317,PuzriÅ¡-Dagan (mod. Drehem),,10
P127318,PuzriÅ¡-Dagan (mod. Drehem),,6
P127320,Nippur (mod. Nuffar),,4
P127321,PuzriÅ¡-Dagan (mod. Drehem),,5
P127322,PuzriÅ¡-Dagan (mod. Drehem),,10
P127323,PuzriÅ¡-Dagan (mod. Drehem),,8
P127325,PuzriÅ¡-Dagan (mod. Drehem),,3
P127326,PuzriÅ¡-Dagan (mod. Drehem),,8
P127328,PuzriÅ¡-Dagan (mod. Drehem),,5
P127329,PuzriÅ¡-Dagan (mod. Drehem),,1
P127330,PuzriÅ¡-Dagan (mod. Drehem),,6
P127331,PuzriÅ¡-Dagan (mod. Drehem),,4
P127333,PuzriÅ¡-Dagan (mod. Drehem),,2
P127334,PuzriÅ¡-Dagan (mod. Drehem),,5
P127335,PuzriÅ¡-Dagan (mod. Drehem),,1
P127336,PuzriÅ¡-Dagan (mod. Drehem),,7
P127337,PuzriÅ¡-Dagan (mod. Drehem),,6
P127338,PuzriÅ¡-Dagan (mod. Drehem),,8
P127339,PuzriÅ¡-Dagan (mod. Drehem),,7
P127341,PuzriÅ¡-Dagan (mod. Drehem),,3
P127342,PuzriÅ¡-Dagan (mod. Drehem),,9
P127343,PuzriÅ¡-Dagan (mod. Drehem),,9
P127344,PuzriÅ¡-Dagan (mod. Drehem),,3
P127346,PuzriÅ¡-Dagan (mod. Drehem),,4
P127347,PuzriÅ¡-Dagan (mod. Drehem),,9
P127348,PuzriÅ¡-Dagan (mod. Drehem),,6
P127349,PuzriÅ¡-Dagan (mod. Drehem),,5
P127350,PuzriÅ¡-Dagan (mod. Drehem),,4
P127351,PuzriÅ¡-Dagan (mod. Drehem),,7
P127352,PuzriÅ¡-Dagan (mod. Drehem),,4
P127353,PuzriÅ¡-Dagan (mod. Drehem),,8
P127354,PuzriÅ¡-Dagan (mod. Drehem),,3
P127356,PuzriÅ¡-Dagan (mod. Drehem),,10
P127357,PuzriÅ¡-Dagan (mod. Drehem),,7
P127358,PuzriÅ¡-Dagan (mod. Drehem),,5
P127359,PuzriÅ¡-Dagan (mod. Drehem),,1
P127360,PuzriÅ¡-Dagan (mod. Drehem),,4
P127361,PuzriÅ¡-Dagan (mod. Drehem),,1
P127362,PuzriÅ¡-Dagan (mod. Drehem),,7
P127363,PuzriÅ¡-Dagan (mod. Drehem),,6
P127364,PuzriÅ¡-Dagan (mod. Drehem),,10
P127365,PuzriÅ¡-Dagan (mod. Drehem),,1
P127367,PuzriÅ¡-Dagan (mod. Drehem),,8
P127368,PuzriÅ¡-Dagan (mod. Drehem),,2
P127369,PuzriÅ¡-Dagan (mod. Drehem),,8
P127370,PuzriÅ¡-Dagan (mod. Drehem),,4
P127372,PuzriÅ¡-Dagan (mod. Drehem),,3
P127373,PuzriÅ¡-Dagan (mod. Drehem),,3
P127374,PuzriÅ¡-Dagan (mod. Drehem),,9
P127375,PuzriÅ¡-Dagan (mod. Drehem),,4
P127376,PuzriÅ¡-Dagan (mod. Drehem),,3
P127377,PuzriÅ¡-Dagan (mod. Drehem),,5
P127378,PuzriÅ¡-Dagan (mod. Drehem),,5
P127380,PuzriÅ¡-Dagan (mod. Drehem),,10
P127381,PuzriÅ¡-Dagan (mod. Drehem),,5
P127382,PuzriÅ¡-Dagan (mod. Drehem),,3
P127383,PuzriÅ¡-Dagan (mod. Drehem),,4
P127384,PuzriÅ¡-Dagan (mod. Drehem),,1
P127385,PuzriÅ¡-Dagan (mod. Drehem),,4
P127386,PuzriÅ¡-Dagan (mod. Drehem),,7
P127387,PuzriÅ¡-Dagan (mod. Drehem),,7
P127389,PuzriÅ¡-Dagan (mod. Drehem),,5
P127390,PuzriÅ¡-Dagan (mod. Drehem),,5
P127391,PuzriÅ¡-Dagan (mod. Drehem),,4
P127392,PuzriÅ¡-Dagan (mod. Drehem),,4
P127393,PuzriÅ¡-Dagan (mod. Drehem),,10
P127394,PuzriÅ¡-Dagan (mod. Drehem),,2
P127396,PuzriÅ¡-Dagan (mod. Drehem),,9
P127397,PuzriÅ¡-Dagan (mod. Drehem),,2
P127398,PuzriÅ¡-Dagan (mod. Drehem),,6
P127399,PuzriÅ¡-Dagan (mod. Drehem),,10
P127400,PuzriÅ¡-Dagan (mod. Drehem),,5
P127401,PuzriÅ¡-Dagan (mod. Drehem),,3
P127402,PuzriÅ¡-Dagan (mod. Drehem),,6
P127403,PuzriÅ¡-Dagan (mod. Drehem),,6
P127404,PuzriÅ¡-Dagan (mod. Drehem),,1
P127405,PuzriÅ¡-Dagan (mod. Drehem),,6
P127406,PuzriÅ¡-Dagan (mod. Drehem),,7
P127408,PuzriÅ¡-Dagan (mod. Drehem),,10
P127409,PuzriÅ¡-Dagan (mod. Drehem),,9
P127410,PuzriÅ¡-Dagan (mod. Drehem),,4
P127412,PuzriÅ¡-Dagan (mod. Drehem),,4
P127413,PuzriÅ¡-Dagan (mod. Drehem),,5
P127414,PuzriÅ¡-Dagan (mod. Drehem),,5
P127415,PuzriÅ¡-Dagan (mod. Drehem),,5
P127416,PuzriÅ¡-Dagan (mod. Drehem),,6
P127417,PuzriÅ¡-Dagan (mod. Drehem),,9
P127418,PuzriÅ¡-Dagan (mod. Drehem),,10
P127419,PuzriÅ¡-Dagan (mod. Drehem),,5
P127420,PuzriÅ¡-Dagan (mod. Drehem),,3
P127421,PuzriÅ¡-Dagan (mod. Drehem),,8
P127422,PuzriÅ¡-Dagan (mod. Drehem),,9
P127423,PuzriÅ¡-Dagan (mod. Drehem),,2
P127424,PuzriÅ¡-Dagan (mod. Drehem),,8
P127425,PuzriÅ¡-Dagan (mod. Drehem),,10
P127426,PuzriÅ¡-Dagan (mod. Drehem),,10
P127427,PuzriÅ¡-Dagan (mod. Drehem),,4
P127428,PuzriÅ¡-Dagan (mod. Drehem),,2
P127429,PuzriÅ¡-Dagan (mod. Drehem),,2
P127431,PuzriÅ¡-Dagan (mod. Drehem),,2
P127432,PuzriÅ¡-Dagan (mod. Drehem),,3
P127433,PuzriÅ¡-Dagan (mod. Drehem),,2
P127434,PuzriÅ¡-Dagan (mod. Drehem),,2
P127435,PuzriÅ¡-Dagan (mod. Drehem),,5
P127436,PuzriÅ¡-Dagan (mod. Drehem),,6
P127437,PuzriÅ¡-Dagan (mod. Drehem),,10
P127438,PuzriÅ¡-Dagan (mod. Drehem),,9
P127439,PuzriÅ¡-Dagan (mod. Drehem),,3
P127440,PuzriÅ¡-Dagan (mod. Drehem),,4
P127442,PuzriÅ¡-Dagan (mod. Drehem),,7
P127443,PuzriÅ¡-Dagan (mod. Drehem),,2
P127444,PuzriÅ¡-Dagan (mod. Drehem),,4
P127445,PuzriÅ¡-Dagan (mod. Drehem),,10
P127446,PuzriÅ¡-Dagan (mod. Drehem),,4
P127447,PuzriÅ¡-Dagan (mod. Drehem),,3
P127448,PuzriÅ¡-Dagan (mod. Drehem),,7
P127449,PuzriÅ¡-Dagan (mod. Drehem),,5
P127450,PuzriÅ¡-Dagan (mod. Drehem),,5
P127451,PuzriÅ¡-Dagan (mod. Drehem),,5
P127452,PuzriÅ¡-Dagan (mod. Drehem),,2
P127453,PuzriÅ¡-Dagan (mod. Drehem),,6
P127454,PuzriÅ¡-Dagan (mod. Drehem),,9
P127456,PuzriÅ¡-Dagan (mod. Drehem),,2
P127457,PuzriÅ¡-Dagan (mod. Drehem),,10
P127458,PuzriÅ¡-Dagan (mod. Drehem),,8
P127459,PuzriÅ¡-Dagan (mod. Drehem),,3
P127460,PuzriÅ¡-Dagan (mod. Drehem),,7
P127461,PuzriÅ¡-Dagan (mod. Drehem),,7
P127462,PuzriÅ¡-Dagan (mod. Drehem),,4
P127463,PuzriÅ¡-Dagan (mod. Drehem),,6
P127464,PuzriÅ¡-Dagan (mod. Drehem),,1
P127465,PuzriÅ¡-Dagan (mod. Drehem),,4
P127466,PuzriÅ¡-Dagan (mod. Drehem),,9
P127467,PuzriÅ¡-Dagan (mod. Drehem),,6
P127468,PuzriÅ¡-Dagan (mod. Drehem),,4
P127469,PuzriÅ¡-Dagan (mod. Drehem),,4
P127470,PuzriÅ¡-Dagan (mod. Drehem),,8
P127471,PuzriÅ¡-Dagan (mod. Drehem),,4
P127472,PuzriÅ¡-Dagan (mod. Drehem),,2
P127473,PuzriÅ¡-Dagan (mod. Drehem),,7
P127474,PuzriÅ¡-Dagan (mod. Drehem),,4
P127475,PuzriÅ¡-Dagan (mod. Drehem),,3
P127476,PuzriÅ¡-Dagan (mod. Drehem),,5
P127477,PuzriÅ¡-Dagan (mod. Drehem),,8
P127478,PuzriÅ¡-Dagan (mod. Drehem),,9
P127479,PuzriÅ¡-Dagan (mod. Drehem),,3
P127480,PuzriÅ¡-Dagan (mod. Drehem),,6
P127481,PuzriÅ¡-Dagan (mod. Drehem),,8
P127482,PuzriÅ¡-Dagan (mod. Drehem),,6
P127483,PuzriÅ¡-Dagan (mod. Drehem),,2
P127484,PuzriÅ¡-Dagan (mod. Drehem),,4
P127485,PuzriÅ¡-Dagan (mod. Drehem),,4
P127486,PuzriÅ¡-Dagan (mod. Drehem),,2
P127487,PuzriÅ¡-Dagan (mod. Drehem),,2
P127488,PuzriÅ¡-Dagan (mod. Drehem),,1
P127489,PuzriÅ¡-Dagan (mod. Drehem),,10
P127490,PuzriÅ¡-Dagan (mod. Drehem),,1
P127491,PuzriÅ¡-Dagan (mod. Drehem),,1
P127492,PuzriÅ¡-Dagan (mod. Drehem),,2
P127493,PuzriÅ¡-Dagan (mod. Drehem),,10
P127494,PuzriÅ¡-Dagan (mod. Drehem),,4
P127495,PuzriÅ¡-Dagan (mod. Drehem),,7
P127496,PuzriÅ¡-Dagan (mod. Drehem),,8
P127497,PuzriÅ¡-Dagan (mod. Drehem),,9
P127498,PuzriÅ¡-Dagan (mod. Drehem),,2
P127499,PuzriÅ¡-Dagan (mod. Drehem),,9
P127500,PuzriÅ¡-Dagan (mod. Drehem),,3
P127501,PuzriÅ¡-Dagan (mod. Drehem),,3
P127502,PuzriÅ¡-Dagan (mod. Drehem),,8
P127503,PuzriÅ¡-Dagan (mod. Drehem),,5
P127504,PuzriÅ¡-Dagan (mod. Drehem),,5
P127505,PuzriÅ¡-Dagan (mod. Drehem),,9
P127506,PuzriÅ¡-Dagan (mod. Drehem),,8
P127507,PuzriÅ¡-Dagan (mod. Drehem),,4
P127509,PuzriÅ¡-Dagan (mod. Drehem),,9
P127510,PuzriÅ¡-Dagan (mod. Drehem),,6
P127511,PuzriÅ¡-Dagan (mod. Drehem),,8
P127512,PuzriÅ¡-Dagan (mod. Drehem),,4
P127513,PuzriÅ¡-Dagan (mod. Drehem),,1
P127514,PuzriÅ¡-Dagan (mod. Drehem),,2
P127515,PuzriÅ¡-Dagan (mod. Drehem),,10
P127516,PuzriÅ¡-Dagan (mod. Drehem),,2
P127517,PuzriÅ¡-Dagan (mod. Drehem),,7
P127518,PuzriÅ¡-Dagan (mod. Drehem),,10
P127519,PuzriÅ¡-Dagan (mod. Drehem),,8
P127520,PuzriÅ¡-Dagan (mod. Drehem),,10
P127521,PuzriÅ¡-Dagan (mod. Drehem),,4
P127522,Umma (mod. Tell Jokha),,2
P127523,PuzriÅ¡-Dagan (mod. Drehem),,1
P127524,PuzriÅ¡-Dagan (mod. Drehem),,6
P127525,PuzriÅ¡-Dagan (mod. Drehem),,7
P127526,PuzriÅ¡-Dagan (mod. Drehem),,9
P127527,PuzriÅ¡-Dagan (mod. Drehem),,10
P127528,PuzriÅ¡-Dagan (mod. Drehem),,4
P127529,PuzriÅ¡-Dagan (mod. Drehem),,5
P127530,PuzriÅ¡-Dagan (mod. Drehem),,9
P127531,PuzriÅ¡-Dagan (mod. Drehem),,7
P127532,PuzriÅ¡-Dagan (mod. Drehem),,10
P127533,PuzriÅ¡-Dagan (mod. Drehem),,4
P127534,PuzriÅ¡-Dagan (mod. Drehem),,8
P127535,PuzriÅ¡-Dagan (mod. Drehem),,2
P127536,PuzriÅ¡-Dagan (mod. Drehem),,1
P127537,PuzriÅ¡-Dagan (mod. Drehem),,9
P127538,PuzriÅ¡-Dagan (mod. Drehem),,9
P127539,PuzriÅ¡-Dagan (mod. Drehem),,7
P127540,PuzriÅ¡-Dagan (mod. Drehem),,5
P127541,PuzriÅ¡-Dagan (mod. Drehem),,3
P127542,PuzriÅ¡-Dagan (mod. Drehem),,1
P127543,PuzriÅ¡-Dagan (mod. Drehem),,8
P127544,PuzriÅ¡-Dagan (mod. Drehem),,3
P127545,PuzriÅ¡-Dagan (mod. Drehem),,9
P127546,PuzriÅ¡-Dagan (mod. Drehem),,4
P127547,PuzriÅ¡-Dagan (mod. Drehem),,1
P127548,PuzriÅ¡-Dagan (mod. Drehem),,2
P127549,PuzriÅ¡-Dagan (mod. Drehem),,9
P127550,PuzriÅ¡-Dagan (mod. Drehem),,3
P127551,PuzriÅ¡-Dagan (mod. Drehem),,5
P127552,PuzriÅ¡-Dagan (mod. Drehem),,3
P127553,PuzriÅ¡-Dagan (mod. Drehem),,8
P127554,PuzriÅ¡-Dagan (mod. Drehem),,1
P127555,PuzriÅ¡-Dagan (mod. Drehem),,3
P127556,PuzriÅ¡-Dagan (mod. Drehem),,4
P127557,PuzriÅ¡-Dagan (mod. Drehem),,2
P127558,PuzriÅ¡-Dagan (mod. Drehem),,6
P127559,PuzriÅ¡-Dagan (mod. Drehem),,4
P127560,PuzriÅ¡-Dagan (mod. Drehem),,7
P127561,PuzriÅ¡-Dagan (mod. Drehem),,1
P127562,PuzriÅ¡-Dagan (mod. Drehem),,3
P127563,PuzriÅ¡-Dagan (mod. Drehem),,9
P127564,PuzriÅ¡-Dagan (mod. Drehem),,6
P127565,PuzriÅ¡-Dagan (mod. Drehem),,6
P127566,PuzriÅ¡-Dagan (mod. Drehem),,10
P127567,PuzriÅ¡-Dagan (mod. Drehem),,3
P127568,PuzriÅ¡-Dagan (mod. Drehem),,10
P127569,PuzriÅ¡-Dagan (mod. Drehem),,9
P127570,PuzriÅ¡-Dagan (mod. Drehem),,2
P127571,PuzriÅ¡-Dagan (mod. Drehem),,10
P127572,PuzriÅ¡-Dagan (mod. Drehem),,6
P127573,PuzriÅ¡-Dagan (mod. Drehem),,1
P127574,PuzriÅ¡-Dagan (mod. Drehem),,5
P127575,PuzriÅ¡-Dagan (mod. Drehem),,6
P127576,PuzriÅ¡-Dagan (mod. Drehem),,2
P127577,PuzriÅ¡-Dagan (mod. Drehem),,5
P127578,PuzriÅ¡-Dagan (mod. Drehem),,10
P127579,PuzriÅ¡-Dagan (mod. Drehem),,1
P127580,PuzriÅ¡-Dagan (mod. Drehem),,7
P127581,PuzriÅ¡-Dagan (mod. Drehem),,1
P127582,PuzriÅ¡-Dagan (mod. Drehem),,4
P127583,PuzriÅ¡-Dagan (mod. Drehem),,8
P127584,PuzriÅ¡-Dagan (mod. Drehem),,1
P127587,Umma (mod. Tell Jokha),,7
P127588,Umma (mod. Tell Jokha),,1
P127589,Girsu (mod. Tello),,2
P127590,Girsu (mod. Tello),,10
P127591,Girsu (mod. Tello),,3
P127592,0,,1
P127593,0,,7
P127594,,Girsu (mod. Tello) ,3
P127595,Girsu (mod. Tello),,5
P127597,0,,3
P127598,Girsu (mod. Tello),,1
P127600,Girsu (mod. Tello),,2
P127601,Girsu (mod. Tello),,5
P127602,Girsu (mod. Tello),,10
P127603,Girsu (mod. Tello),,1
P127604,Girsu (mod. Tello),,8
P127605,Girsu (mod. Tello),,6
P127606,Girsu (mod. Tello),,2
P127607,0,,1
P127608,Girsu (mod. Tello),,5
P127609,Girsu (mod. Tello),,5
P127610,Girsu (mod. Tello),,7
P127611,,Girsu (mod. Tello) ,1
P127612,PuzriÅ¡-Dagan (mod. Drehem),,4
P127613,PuzriÅ¡-Dagan (mod. Drehem),,2
P127614,PuzriÅ¡-Dagan (mod. Drehem),,5
P127615,PuzriÅ¡-Dagan (mod. Drehem),,6
P127616,PuzriÅ¡-Dagan (mod. Drehem),,1
P127617,Umma (mod. Tell Jokha),,7
P127618,Umma (mod. Tell Jokha),,9
P127619,Umma (mod. Tell Jokha),,1
P127620,Umma (mod. Tell Jokha),,9
P127621,Umma (mod. Tell Jokha),,4
P127622,Umma (mod. Tell Jokha),,3
P127623,Umma (mod. Tell Jokha),,7
P127624,Umma (mod. Tell Jokha),,7
P127625,Umma (mod. Tell Jokha),,2
P127626,Umma (mod. Tell Jokha),,7
P127627,PuzriÅ¡-Dagan (mod. Drehem),,4
P127628,Umma (mod. Tell Jokha),,10
P127629,Umma (mod. Tell Jokha),,10
P127630,Umma (mod. Tell Jokha),,1
P127631,Umma (mod. Tell Jokha),,9
P127632,Umma (mod. Tell Jokha),,9
P127633,Umma (mod. Tell Jokha),,7
P127634,Umma (mod. Tell Jokha),,7
P127635,Umma (mod. Tell Jokha),,7
P127636,Umma (mod. Tell Jokha),,3
P127637,Umma (mod. Tell Jokha),,3
P127638,Umma (mod. Tell Jokha),,1
P127639,Umma (mod. Tell Jokha),,9
P127640,Umma (mod. Tell Jokha),,5
P127641,Umma (mod. Tell Jokha),,10
P127642,Umma (mod. Tell Jokha),,4
P127643,Umma (mod. Tell Jokha),,7
P127644,Umma (mod. Tell Jokha),,2
P127645,Umma (mod. Tell Jokha),,9
P127646,Umma (mod. Tell Jokha),,1
P127647,Umma (mod. Tell Jokha),,5
P127648,Umma (mod. Tell Jokha),,8
P127649,0,,1
P127651,0,,4
P127653,Susa (mod. Shush),,1
P127654,PuzriÅ¡-Dagan (mod. Drehem),,2
P127655,0,,10
P127658,0,,4
P127660,Umma (mod. Tell Jokha),,2
P127661,Umma (mod. Tell Jokha),,6
P127662,PuzriÅ¡-Dagan (mod. Drehem),,6
P127665,Umma (mod. Tell Jokha),,5
P127666,PuzriÅ¡-Dagan (mod. Drehem),,6
P127667,PuzriÅ¡-Dagan (mod. Drehem),,4
P127668,PuzriÅ¡-Dagan (mod. Drehem),,9
P127669,PuzriÅ¡-Dagan (mod. Drehem),,3
P127670,PuzriÅ¡-Dagan (mod. Drehem),,5
P127672,Girsu (mod. Tello),,7
P127673,Girsu (mod. Tello),,7
P127674,Girsu (mod. Tello),,4
P127675,Girsu (mod. Tello),,10
P127676,Girsu (mod. Tello),,9
P127677,Girsu (mod. Tello),,2
P127678,Girsu (mod. Tello),,4
P127679,Girsu (mod. Tello),,2
P127680,Girsu (mod. Tello),,8
P127681,Girsu (mod. Tello),,4
P127682,Girsu (mod. Tello),,3
P127683,Girsu (mod. Tello),,9
P127684,Girsu (mod. Tello),,7
P127685,Girsu (mod. Tello),,6
P127686,Girsu (mod. Tello),,9
P127687,Girsu (mod. Tello),,1
P127688,Girsu (mod. Tello),,5
P127689,Girsu (mod. Tello),,6
P127690,Girsu (mod. Tello),,4
P127691,Girsu (mod. Tello),,2
P127692,Girsu (mod. Tello),,2
P127693,Girsu (mod. Tello),,7
P127694,Girsu (mod. Tello),,3
P127695,Girsu (mod. Tello),,4
P127696,Girsu (mod. Tello),,4
P127697,Girsu (mod. Tello),,7
P127698,Girsu (mod. Tello),,1
P127699,Girsu (mod. Tello),,6
P127700,Girsu (mod. Tello),,10
P127701,Girsu (mod. Tello),,6
P127702,Girsu (mod. Tello),,10
P127703,Girsu (mod. Tello),,2
P127704,Girsu (mod. Tello),,5
P127705,Girsu (mod. Tello),,7
P127706,Girsu (mod. Tello),,7
P127707,Girsu (mod. Tello),,8
P127708,Girsu (mod. Tello),,3
P127709,Girsu (mod. Tello),,10
P127710,Girsu (mod. Tello),,8
P127711,Girsu (mod. Tello),,10
P127712,Girsu (mod. Tello),,7
P127713,Girsu (mod. Tello),,6
P127714,Girsu (mod. Tello),,4
P127715,Girsu (mod. Tello),,10
P127716,Girsu (mod. Tello),,8
P127717,Girsu (mod. Tello),,3
P127718,Girsu (mod. Tello),,2
P127723,Girsu (mod. Tello),,9
P127724,Girsu (mod. Tello),,10
P127725,Girsu (mod. Tello),,10
